Store,Date,Sales,Open,Promo,DayOfWeek,StoreType
1,2013-09-08,0,0,1,6,a
1,2013-09-09,5630,1,1,0,a
1,2013-09-10,5351,1,0,1,a
1,2013-09-11,5421,1,1,2,a
1,2013-09-12,4862,1,0,3,a
1,2013-09-13,5019,1,0,4,a
1,2013-09-14,3762,1,0,5,a
1,2013-09-15,3644,1,1,6,a
1,2013-09-16,4988,1,0,0,a
1,2013-09-17,5697,1,1,1,a
1,2013-09-18,4929,1,0,2,a
1,2013-09-19,4777,1,0,3,a
1,2013-09-20,4779,1,0,4,a
1,2013-09-21,3267,1,0,5,a
1,2013-09-22,0,0,0,6,a
1,2013-09-23,4793,1,0,0,a
1,2013-09-24,4928,1,0,1,a
1,2013-09-25,5705,1,1,2,a
1,2013-09-26,4989,1,0,3,a
1,2013-09-27,5726,1,1,4,a
1,2013-09-28,3095,1,0,5,a
1,2013-09-29,0,0,1,6,a
1,2013-09-30,4271,1,0,0,a
1,2013-10-01,5159,1,0,1,a
1,2013-10-02,5566,1,1,2,a
1,2013-10-03,4868,1,0,3,a
1,2013-10-04,4871,1,0,4,a
1,2013-10-05,3305,1,0,5,a
1,2013-10-06,0,0,0,6,a
1,2013-10-07,4650,1,0,0,a
1,2013-10-08,4639,1,0,1,a
1,2013-10-09,5048,1,0,2,a
1,2013-10-10,5186,1,0,3,a
1,2013-10-11,5344,1,1,4,a
1,2013-10-12,3628,1,1,5,a
1,2013-10-13,3683,1,0,6,a
1,2013-10-14,6011,1,1,0,a
1,2013-10-15,4472,1,0,1,a
1,2013-10-16,4524,1,0,2,a
1,2013-10-17,5768,1,1,3,a
1,2013-10-18,4899,1,0,4,a
1,2013-10-19,4252,1,1,5,a
1,2013-10-20,3505,1,0,6,a
1,2013-10-21,5968,1,1,0,a
1,2013-10-22,5925,1,1,1,a
1,2013-10-23,4288,1,0,2,a
1,2013-10-24,4412,1,0,3,a
1,2013-10-25,4908,1,0,4,a
1,2013-10-26,3340,1,0,5,a
1,2013-10-27,0,0,1,6,a
1,2013-10-28,4891,1,0,0,a
1,2013-10-29,4729,1,0,1,a
1,2013-10-30,4746,1,0,2,a
1,2013-10-31,5895,1,1,3,a
1,2013-11-01,5618,1,1,4,a
1,2013-11-02,4898,1,1,5,a
1,2013-11-03,0,0,0,6,a
1,2013-11-04,4946,1,0,0,a
1,2013-11-05,4978,1,0,1,a
1,2013-11-06,5412,1,0,2,a
1,2013-11-07,5303,1,0,3,a
1,2013-11-08,5565,1,0,4,a
1,2013-11-09,3128,1,0,5,a
1,2013-11-10,4654,1,1,6,a
1,2013-11-11,5402,1,0,0,a
1,2013-11-12,6229,1,1,1,a
1,2013-11-13,4988,1,0,2,a
1,2013-11-14,6277,1,1,3,a
1,2013-11-15,4897,1,0,4,a
1,2013-11-16,4888,1,1,5,a
1,2013-11-17,0,0,0,6,a
1,2013-11-18,6701,1,1,0,a
1,2013-11-19,5073,1,0,1,a
1,2013-11-20,5644,1,0,2,a
1,2013-11-21,6795,1,1,3,a
1,2013-11-22,5761,1,0,4,a
1,2013-11-23,3904,1,0,5,a
1,2013-11-24,3441,1,0,6,a
1,2013-11-25,5619,1,0,0,a
1,2013-11-26,6593,1,1,1,a
1,2013-11-27,7031,1,1,2,a
1,2013-11-28,5573,1,0,3,a
1,2013-11-29,5735,1,0,4,a
1,2013-11-30,4142,1,0,5,a
1,2013-12-01,0,0,0,6,a
1,2013-12-02,7056,1,1,0,a
1,2013-12-03,5120,1,0,1,a
1,2013-12-04,7557,1,1,2,a
1,2013-12-05,7474,1,1,3,a
1,2013-12-06,5553,1,0,4,a
1,2013-12-07,4101,1,0,5,a
1,2013-12-08,0,0,0,6,a
1,2013-12-09,6261,1,0,0,a
1,2013-12-10,6368,1,0,1,a
1,2013-12-11,6022,1,0,2,a
1,2013-12-12,6031,1,0,3,a
1,2013-12-13,6583,1,0,4,a
1,2013-12-14,4527,1,0,5,a
1,2013-12-15,0,0,0,6,a
1,2013-12-16,6341,1,0,0,a
1,2013-12-17,6740,1,0,1,a
1,2013-12-18,6316,1,0,2,a
1,2013-12-19,6472,1,0,3,a
1,2013-12-20,6649,1,0,4,a
1,2013-12-21,4521,1,0,5,a
1,2013-12-22,0,0,0,6,a
1,2013-12-23,6596,1,0,0,a
1,2013-12-24,6225,1,0,1,a
1,2013-12-25,7839,1,1,2,a
1,2013-12-26,6923,1,0,3,a
1,2013-12-27,8109,1,1,4,a
1,2013-12-28,5173,1,1,5,a
1,2013-12-29,0,0,0,6,a
1,2013-12-30,6856,1,0,0,a
1,2013-12-31,7872,1,1,1,a
1,2014-01-01,8501,1,1,2,a
1,2014-01-02,6638,1,0,3,a
1,2014-01-03,8374,1,1,4,a
1,2014-01-04,4114,1,0,5,a
1,2014-01-05,0,0,0,6,a
1,2014-01-06,8293,1,1,0,a
1,2014-01-07,6884,1,0,1,a
1,2014-01-08,6980,1,0,2,a
1,2014-01-09,8199,1,1,3,a
1,2014-01-10,8700,1,1,4,a
1,2014-01-11,5874,1,1,5,a
1,2014-01-12,0,0,0,6,a
1,2014-01-13,8714,1,1,0,a
1,2014-01-14,9034,1,1,1,a
1,2014-01-15,7515,1,0,2,a
1,2014-01-16,8474,1,1,3,a
1,2014-01-17,7312,1,0,4,a
1,2014-01-18,5652,1,1,5,a
1,2014-01-19,0,0,1,6,a
1,2014-01-20,9477,1,1,0,a
1,2014-01-21,7982,1,0,1,a
1,2014-01-22,7915,1,0,2,a
1,2014-01-23,7726,1,0,3,a
1,2014-01-24,8794,1,1,4,a
1,2014-01-25,6599,1,1,5,a
1,2014-01-26,0,0,0,6,a
1,2014-01-27,7784,1,0,0,a
1,2014-01-28,9540,1,1,1,a
1,2014-01-29,7710,1,0,2,a
1,2014-01-30,6986,1,0,3,a
1,2014-01-31,7785,1,0,4,a
1,2014-02-01,6235,1,1,5,a
1,2014-02-02,6916,1,1,6,a
1,2014-02-03,8995,1,1,0,a
1,2014-02-04,9366,1,1,1,a
1,2014-02-05,9454,1,1,2,a
1,2014-02-06,8683,1,0,3,a
1,2014-02-07,9905,1,1,4,a
1,2014-02-08,5583,1,0,5,a
1,2014-02-09,0,0,1,6,a
1,2014-02-10,9544,1,1,0,a
1,2014-02-11,8051,1,0,1,a
1,2014-02-12,8233,1,0,2,a
1,2014-02-13,9503,1,1,3,a
1,2014-02-14,9754,1,1,4,a
1,2014-02-15,6779,1,1,5,a
1,2014-02-16,0,0,0,6,a
1,2014-02-17,7926,1,0,0,a
1,2014-02-18,10306,1,1,1,a
1,2014-02-19,7761,1,0,2,a
1,2014-02-20,7776,1,0,3,a
1,2014-02-21,8446,1,0,4,a
1,2014-02-22,6077,1,0,5,a
1,2014-02-23,0,0,0,6,a
1,2014-02-24,9868,1,1,0,a
1,2014-02-25,10253,1,1,1,a
1,2014-02-26,8353,1,0,2,a
1,2014-02-27,8276,1,0,3,a
1,2014-02-28,8343,1,0,4,a
1,2014-03-01,6016,1,0,5,a
1,2014-03-02,0,0,0,6,a
1,2014-03-03,8483,1,0,0,a
1,2014-03-04,9748,1,1,1,a
1,2014-03-05,10092,1,1,2,a
1,2014-03-06,10149,1,1,3,a
1,2014-03-07,10178,1,1,4,a
1,2014-03-08,6142,1,0,5,a
1,2014-03-09,0,0,0,6,a
1,2014-03-10,8422,1,0,0,a
1,2014-03-11,8748,1,0,1,a
1,2014-03-12,8564,1,0,2,a
1,2014-03-13,10384,1,1,3,a
1,2014-03-14,8474,1,0,4,a
1,2014-03-15,5746,1,0,5,a
1,2014-03-16,0,0,0,6,a
1,2014-03-17,8533,1,0,0,a
1,2014-03-18,8632,1,0,1,a
1,2014-03-19,10959,1,1,2,a
1,2014-03-20,8453,1,0,3,a
1,2014-03-21,8444,1,0,4,a
1,2014-03-22,6091,1,0,5,a
1,2014-03-23,0,0,1,6,a
1,2014-03-24,8787,1,0,0,a
1,2014-03-25,10867,1,1,1,a
1,2014-03-26,9152,1,0,2,a
1,2014-03-27,10918,1,1,3,a
1,2014-03-28,8579,1,0,4,a
1,2014-03-29,7238,1,1,5,a
1,2014-03-30,0,0,0,6,a
1,2014-03-31,10729,1,1,0,a
1,2014-04-01,8853,1,0,1,a
1,2014-04-02,10302,1,1,2,a
1,2014-04-03,10356,1,1,3,a
1,2014-04-04,10583,1,1,4,a
1,2014-04-05,6753,1,1,5,a
1,2014-04-06,0,0,1,6,a
1,2014-04-07,10246,1,1,0,a
1,2014-04-08,8831,1,0,1,a
1,2014-04-09,10609,1,1,2,a
1,2014-04-10,10080,1,1,3,a
1,2014-04-11,9419,1,0,4,a
1,2014-04-12,7162,1,1,5,a
1,2014-04-13,0,0,1,6,a
1,2014-04-14,8507,1,0,0,a
1,2014-04-15,10136,1,1,1,a
1,2014-04-16,10199,1,1,2,a
1,2014-04-17,8486,1,0,3,a
1,2014-04-18,8501,1,0,4,a
1,2014-04-19,6301,1,0,5,a
1,2014-04-20,0,0,1,6,a
1,2014-04-21,10271,1,1,0,a
1,2014-04-22,8369,1,0,1,a
1,2014-04-23,8376,1,0,2,a
1,2014-04-24,8593,1,0,3,a
1,2014-04-25,9032,1,0,4,a
1,2014-04-26,5848,1,0,5,a
1,2014-04-27,0,0,0,6,a
1,2014-04-28,9939,1,1,0,a
1,2014-04-29,10106,1,1,1,a
1,2014-04-30,7994,1,0,2,a
1,2014-05-01,8831,1,0,3,a
1,2014-05-02,8654,1,0,4,a
1,2014-05-03,6059,1,0,5,a
1,2014-05-04,0,0,0,6,a
1,2014-05-05,9787,1,1,0,a
1,2014-05-06,10128,1,1,1,a
1,2014-05-07,8582,1,0,2,a
1,2014-05-08,9748,1,1,3,a
1,2014-05-09,10298,1,1,4,a
1,2014-05-10,7143,1,1,5,a
1,2014-05-11,0,0,1,6,a
1,2014-05-12,9644,1,1,0,a
1,2014-05-13,10256,1,1,1,a
1,2014-05-14,10280,1,1,2,a
1,2014-05-15,8551,1,0,3,a
1,2014-05-16,9686,1,1,4,a
1,2014-05-17,6615,1,1,5,a
1,2014-05-18,0,0,0,6,a
1,2014-05-19,8375,1,0,0,a
1,2014-05-20,9893,1,1,1,a
1,2014-05-21,8419,1,0,2,a
1,2014-05-22,8082,1,0,3,a
1,2014-05-23,7926,1,0,4,a
1,2014-05-24,6704,1,1,5,a
1,2014-05-25,0,0,0,6,a
1,2014-05-26,7652,1,0,0,a
1,2014-05-27,9433,1,1,1,a
1,2014-05-28,7635,1,0,2,a
1,2014-05-29,8110,1,0,3,a
1,2014-05-30,9250,1,1,4,a
1,2014-05-31,5472,1,0,5,a
1,2014-06-01,0,0,0,6,a
1,2014-06-02,9913,1,1,0,a
1,2014-06-03,9042,1,1,1,a
1,2014-06-04,7325,1,0,2,a
1,2014-06-05,8909,1,1,3,a
1,2014-06-06,7365,1,0,4,a
1,2014-06-07,6436,1,1,5,a
1,2014-06-08,0,0,1,6,a
1,2014-06-09,9065,1,1,0,a
1,2014-06-10,7587,1,0,1,a
1,2014-06-11,7479,1,0,2,a
1,2014-06-12,8876,1,1,3,a
1,2014-06-13,8453,1,1,4,a
1,2014-06-14,5349,1,0,5,a
1,2014-06-15,5901,1,1,6,a
1,2014-06-16,7342,1,0,0,a
1,2014-06-17,6914,1,0,1,a
1,2014-06-18,7307,1,0,2,a
1,2014-06-19,6946,1,0,3,a
1,2014-06-20,6912,1,0,4,a
1,2014-06-21,5649,1,1,5,a
1,2014-06-22,4996,1,0,6,a
1,2014-06-23,6897,1,0,0,a
1,2014-06-24,6351,1,0,1,a
1,2014-06-25,7238,1,0,2,a
1,2014-06-26,8205,1,1,3,a
1,2014-06-27,6855,1,0,4,a
1,2014-06-28,5810,1,1,5,a
1,2014-06-29,0,0,1,6,a
1,2014-06-30,7025,1,0,0,a
1,2014-07-01,7152,1,0,1,a
1,2014-07-02,7034,1,0,2,a
1,2014-07-03,6962,1,0,3,a
1,2014-07-04,7220,1,0,4,a
1,2014-07-05,4763,1,0,5,a
1,2014-07-06,0,0,1,6,a
1,2014-07-07,6348,1,0,0,a
1,2014-07-08,7744,1,1,1,a
1,2014-07-09,7661,1,1,2,a
1,2014-07-10,7314,1,1,3,a
1,2014-07-11,6159,1,0,4,a
1,2014-07-12,5005,1,1,5,a
1,2014-07-13,0,0,0,6,a
1,2014-07-14,6322,1,0,0,a
1,2014-07-15,6503,1,0,1,a
1,2014-07-16,6232,1,0,2,a
1,2014-07-17,6368,1,0,3,a
1,2014-07-18,6610,1,1,4,a
1,2014-07-19,4710,1,0,5,a
1,2014-07-20,0,0,0,6,a
1,2014-07-21,5917,1,0,0,a
1,2014-07-22,6117,1,0,1,a
1,2014-07-23,7263,1,1,2,a
1,2014-07-24,7712,1,1,3,a
1,2014-07-25,7326,1,1,4,a
1,2014-07-26,5147,1,1,5,a
1,2014-07-27,0,0,0,6,a
1,2014-07-28,6951,1,1,0,a
1,2014-07-29,7227,1,1,1,a
1,2014-07-30,5768,1,0,2,a
1,2014-07-31,5212,1,0,3,a
1,2014-08-01,5173,1,0,4,a
1,2014-08-02,4100,1,0,5,a
1,2014-08-03,0,0,0,6,a
1,2014-08-04,5793,1,0,0,a
1,2014-08-05,6635,1,1,1,a
1,2014-08-06,6427,1,1,2,a
1,2014-08-07,6511,1,1,3,a
1,2014-08-08,5859,1,0,4,a
1,2014-08-09,3774,1,0,5,a
1,2014-08-10,4238,1,1,6,a
1,2014-08-11,5441,1,0,0,a
1,2014-08-12,5086,1,0,1,a
1,2014-08-13,6187,1,1,2,a
1,2014-08-14,5198,1,0,3,a
1,2014-08-15,5764,1,0,4,a
1,2014-08-16,4114,1,1,5,a
1,2014-08-17,0,0,1,6,a
1,2014-08-18,6575,1,1,0,a
1,2014-08-19,5385,1,1,1,a
1,2014-08-20,5283,1,0,2,a
1,2014-08-21,5150,1,0,3,a
1,2014-08-22,5857,1,1,4,a
1,2014-08-23,3406,1,0,5,a
1,2014-08-24,0,0,0,6,a
1,2014-08-25,5155,1,0,0,a
1,2014-08-26,5009,1,0,1,a
1,2014-08-27,5033,1,0,2,a
1,2014-08-28,4899,1,0,3,a
1,2014-08-29,4940,1,0,4,a
1,2014-08-30,3302,1,0,5,a
1,2014-08-31,4486,1,1,6,a
1,2014-09-01,6151,1,1,0,a
1,2014-09-02,5385,1,0,1,a
1,2014-09-03,4612,1,0,2,a
1,2014-09-04,4821,1,0,3,a
1,2014-09-05,4762,1,0,4,a
1,2014-09-06,3269,1,0,5,a
1,2014-09-07,0,0,0,6,a
1,2014-09-08,5729,1,1,0,a
1,2014-09-09,4815,1,0,1,a
1,2014-09-10,5871,1,1,2,a
1,2014-09-11,4677,1,0,3,a
1,2014-09-12,5884,1,1,4,a
1,2014-09-13,3060,1,0,5,a
1,2014-09-14,0,0,0,6,a
1,2014-09-15,5906,1,1,0,a
1,2014-09-16,4927,1,0,1,a
1,2014-09-17,6097,1,1,2,a
1,2014-09-18,6239,1,1,3,a
1,2014-09-19,4564,1,0,4,a
1,2014-09-20,3053,1,0,5,a
1,2014-09-21,3603,1,0,6,a
1,2014-09-22,4961,1,0,0,a
1,2014-09-23,4623,1,0,1,a
1,2014-09-24,5490,1,1,2,a
1,2014-09-25,5889,1,1,3,a
1,2014-09-26,4958,1,0,4,a
1,2014-09-27,3360,1,0,5,a
1,2014-09-28,0,0,1,6,a
1,2014-09-29,5843,1,1,0,a
1,2014-09-30,4661,1,0,1,a
1,2014-10-01,5377,1,0,2,a
1,2014-10-02,4780,1,0,3,a
1,2014-10-03,4460,1,0,4,a
1,2014-10-04,3064,1,1,5,a
1,2014-10-05,0,0,0,6,a
1,2014-10-06,4462,1,0,0,a
1,2014-10-07,5203,1,1,1,a
1,2014-10-08,5597,1,1,2,a
1,2014-10-09,5397,1,1,3,a
1,2014-10-10,4841,1,0,4,a
1,2014-10-11,3199,1,0,5,a
1,2014-10-12,0,0,0,6,a
1,2014-10-13,4810,1,0,0,a
1,2014-10-14,5695,1,1,1,a
1,2014-10-15,5045,1,1,2,a
1,2014-10-16,4861,1,0,3,a
1,2014-10-17,5135,1,0,4,a
1,2014-10-18,3406,1,0,5,a
1,2014-10-19,0,0,1,6,a
1,2014-10-20,4633,1,0,0,a
1,2014-10-21,5044,1,0,1,a
1,2014-10-22,4662,1,0,2,a
1,2014-10-23,5113,1,0,3,a
1,2014-10-24,4401,1,0,4,a
1,2014-10-25,3983,1,1,5,a
1,2014-10-26,0,0,0,6,a
1,2014-10-27,4585,1,0,0,a
1,2014-10-28,4787,1,0,1,a
1,2014-10-29,6468,1,1,2,a
1,2014-10-30,4471,1,0,3,a
1,2014-10-31,5255,1,0,4,a
1,2014-11-01,4418,1,1,5,a
1,2014-11-02,0,0,0,6,a
1,2014-11-03,4598,1,0,0,a
1,2014-11-04,5757,1,1,1,a
1,2014-11-05,6308,1,1,2,a
1,2014-11-06,5873,1,1,3,a
1,2014-11-07,6356,1,1,4,a
1,2014-11-08,4176,1,1,5,a
1,2014-11-09,0,0,0,6,a
1,2014-11-10,6508,1,1,0,a
1,2014-11-11,5891,1,0,1,a
1,2014-11-12,6281,1,1,2,a
1,2014-11-13,6138,1,1,3,a
1,2014-11-14,5667,1,0,4,a
1,2014-11-15,4386,1,1,5,a
1,2014-11-16,4087,1,0,6,a
1,2014-11-17,5566,1,0,0,a
1,2014-11-18,6633,1,1,1,a
1,2014-11-19,6339,1,1,2,a
1,2014-11-20,5598,1,0,3,a
1,2014-11-21,5523,1,0,4,a
1,2014-11-22,4021,1,0,5,a
1,2014-11-23,4209,1,0,6,a
1,2014-11-24,6674,1,1,0,a
1,2014-11-25,6835,1,1,1,a
1,2014-11-26,6691,1,1,2,a
1,2014-11-27,6062,1,0,3,a
1,2014-11-28,5605,1,0,4,a
1,2014-11-29,3815,1,0,5,a
1,2014-11-30,0,0,0,6,a
1,2014-12-01,6412,1,1,0,a
1,2014-12-02,6331,1,0,1,a
